x,y,z
-1.010031,14.095261,10.800002
2.539971,13.695278,-5.400002
2.539971,13.695278,-5.700001
2.539971,13.695278,-5.400002
2.539971,10.695277,-5.700001
2.539971,10.695277,-5.400002
5.18997,10.695277,2.5
2.539971,10.695277,-5.400002
2.539971,13.695278,-5.400002
5.039971,14.095278,-10.748058
-6.660029,10.895277,-11.674072
-6.660028,14.095278,-10.748058
5.039971,10.895277,-11.674072
4.612471,13.655277,-10.87838
5.18997,10.695277,2.5
5.18997,10.695277,-1.449999
5.18997,13.695278,-5.400002
5.18997,13.695278,-1.449999
5.18997,10.695277,2.5
5.18997,13.695278,2.5
5.18997,13.695278,-1.449999
5.18997,10.695277,-1.449999
5.18997,10.695277,-1.449999
5.18997,13.695278,-1.449999
5.18997,13.695278,-5.400002
5.18997,10.695277,-5.400002
5.389971,10.695277,-5.700001
5.389971,14.295278,-5.700001
5.38997,14.295278,-1.449999
5.38997,10.695277,-1.449999
5.38997,14.295278,-1.449999
-7.010028,10.695277,-5.700001
-6.81003,11.517299,0.588219
-6.81003,13.695278,2.5
-6.81003,10.730932,2.5
-6.810029,10.730932,-0.5
5.18997,11.517299,0.588221
5.18997,11.517299,0.588221
5.18997,12.873257,1.778448
5.18997,11.517299,1.778448
5.18997,11.517299,-4.678447
5.18997,11.517299,-3.488218
5.18997,12.873257,-3.488218
5.18997,11.517299,-4.678447
-7.01003,11.517299,0.588219
-7.01003,11.517299,1.778448
-7.01003,12.873257,1.778448
-7.01003,11.517299,0.588219
-6.96003,11.517299,1.778448
-6.96003,12.873257,1.778448
-6.96003,12.873257,0.588219
-6.96003,11.517299,0.588219
-6.86003,12.873257,0.588219
-6.86003,12.873257,1.778448
-6.86003,11.517299,1.778448
-6.86003,11.517299,0.588219
-6.96003,11.557299,0.62822
-6.96003,11.557299,1.738447
-6.96003,12.833256,1.738447
-6.96003,11.557299,0.62822
0.03997,10.695277,-7.700001
0.03997,10.895277,-8.189049
5.039971,10.895277,-11.674072
0.03997,10.895277,-8.189049
-2.160029,10.895277,-7.900002
-2.160029,10.895277,-8.189049
0.03997,10.810257,-7.900002
0.03997,10.810257,-7.900002
0.03997,10.810257,-8.189049
-2.160029,10.895277,-7.900002
0.03997,10.895277,-7.900002
5.18997,14.095261,8.933333
-0.960029,10.695278,-5.5
0.189971,13.695278,-5.5
-2.160029,10.810257,-7.900002
-2.160028,14.095278,-7.900002
0.03997,10.695277,-7.700001
0.03997,10.695277,-7.700001
0.03997,14.095278,-7.900002
5.389971,10.695277,-7.700001
5.389969,14.295278,5.223663
5.389969,14.295278,5.075203
5.389969,10.695277,5.075203
5.389969,10.695277,5.223663
5.484795,14.189761,5.223663
5.484795,14.189761,9.223662
5.389969,10.695277,9.223662
5.389969,10.695277,9.075204
5.389969,14.295278,9.075204
5.389969,14.295278,9.223662
-7.015206,14.295278,5.075203
-7.015206,14.295278,5.223663
-7.015206,10.695277,5.223663
-7.015206,10.695277,5.075203
-7.110031,14.189761,5.075203
-7.110031,14.189761,9.075204
-7.015206,10.695277,9.075204
-7.015206,10.695277,9.223662
-7.015206,14.295278,9.223662
-7.015206,14.295278,9.075204
5.239971,11.557299,0.62822
5.239971,12.833256,1.738449
5.239971,11.557299,1.738449
5.239971,11.557299,0.62822
5.33997,11.517299,0.588221
5.33997,11.517299,1.778448
5.33997,12.873257,1.778448
5.33997,12.873257,0.588221
5.239971,11.517299,0.588221
5.239971,12.873257,0.588221
5.239971,12.873257,1.778448
5.239971,11.517299,1.778448
5.239972,11.517299,-3.488317
5.239972,12.873257,-3.488317
5.239972,12.873257,-4.678545
5.239972,11.517299,-4.678545
5.33997,12.873257,-4.678545
5.33997,12.873257,-3.488317
5.33997,11.517299,-3.488317
5.33997,11.517299,-4.678545
5.239972,11.557299,-4.638545
5.239972,11.557299,-3.528316
5.239972,12.833256,-3.528316
5.239972,11.557299,-4.638545
5.11497,11.944371,-5.737534
5.11497,11.846183,-7.662464
5.11497,11.944371,-5.737534
5.06497,11.944371,-5.737534
-6.735028,11.944372,-7.662464
-6.735028,11.944372,-7.662464
-6.735028,11.846183,-5.737537
-6.685029,11.944372,-7.662464
-4.126697,10.695278,-5.637501
-5.793363,13.245277,-5.637501
-4.126697,13.245277,-5.637501
-5.793363,13.245277,-5.512501
-5.793363,10.695278,-5.512501
-4.126697,13.245277,-5.512501
-5.706363,13.158278,-5.637501
-5.706363,10.695278,-5.637501
-4.213696,13.158278,-5.637501
-1.613696,13.158278,-5.637501
-3.106362,10.695278,-5.637501
-3.106362,13.158278,-5.637501
-1.526696,13.245277,-5.512501
-3.193362,10.695278,-5.512501
-3.193362,13.245277,-5.512501
-1.526696,13.245277,-5.637501
-3.193362,13.245277,-5.637501
-1.526696,10.695278,-5.637501
-6.582248,10.936738,-11.900002
-6.582248,10.936738,-11.900002
5.389969,10.695277,11.000001
-7.01003,10.695277,8.933333
-6.91003,14.295277,8.933333
-6.91003,14.095261,5.366666
4.612471,12.035277,-11.347683
-6.232529,13.655277,-10.87838
-6.232529,13.655277,-10.87838
5.38997,10.695277,-1.449999
5.389969,14.295278,5.366667
5.389969,10.695277,5.366667
-7.01003,10.695277,5.366666
-7.01003,14.295278,5.366667
-7.010029,14.295275,-5.700001
5.389971,14.295277,-11.899998
-7.010029,10.695277,-11.900002
5.389969,10.695277,5.366667
5.28997,14.295278,8.933333
5.28997,14.295278,5.366667
-6.810031,14.095261,5.366666
-7.01003,10.695277,5.366666
-6.810031,14.095261,8.933333
-7.01003,10.695277,8.933333
-7.010029,10.695277,-7.700001
4.962191,10.695277,-11.899998
4.962191,10.936738,-11.899998
-6.582251,10.921349,-11.836269
-6.582248,14.295278,-10.900002
-7.010029,10.695277,-11.900002
4.962191,14.295278,-10.899998
5.18997,10.695277,5.366667
-6.810031,10.695277,8.933333
4.962235,14.295286,-10.899998
4.962191,17.895285,-10.899998
-6.582248,17.895283,-10.900002
-6.582292,14.295284,-10.900002
-6.810029,14.295282,-0.700001
-6.810029,17.295282,-0.5
0.38997,17.295282,-0.5
0.18997,14.295282,-0.7
-5.96003,17.29528,-5.700001
-0.960029,14.295282,-5.5
-0.060029,14.295282,-5.5
-0.060029,16.295282,-5.700001
0.189971,17.295282,-5.5
0.389971,17.295282,-5.700001
-0.060029,14.295282,-5.5
-1.110029,14.295282,-5.5
-1.11003,14.295282,-2.299999
-6.810029,17.29528,-0.700001
0.18997,14.295282,-0.7
-1.110029,14.295282,-5.5
-0.060029,14.295282,-5.5
0.18997,17.295282,-0.7
-6.810029,17.29528,-0.700001
-0.960029,14.295282,-5.700001
0.389971,17.295282,-5.700001
0.18997,14.295282,-0.7
-3.66003,14.295282,-5.700001
-5.96003,17.29528,-5.700001
-3.66003,17.295282,-5.700001
-1.360029,14.295282,-5.700001
-3.66003,17.295282,-5.700001
-1.360029,17.295282,-5.700001
-3.193363,16.845282,-5.700001
-3.193363,14.295282,-5.700001
-1.526696,14.295282,-5.700001
-1.526696,16.845282,-5.700001
-5.793363,16.845282,-5.700001
-5.793363,14.295282,-5.700001
-4.126697,14.295282,-5.700001
-4.126697,16.845282,-5.700001
-7.01003,14.295282,11.000001
5.389971,14.295282,-5.700001
5.139971,14.295282,-7.700001
-6.760029,14.295282,-7.700001
-7.010028,14.295281,-5.700001
5.139971,17.89528,-5.700001
5.139971,14.295282,-7.700001
-6.760029,14.295281,-5.700001
-6.760029,17.89528,-7.700001
5.139971,14.344376,-5.737534
5.139971,17.846188,-7.662464
-6.760029,17.846188,-5.737537
-6.760029,14.344376,-7.662464
5.039971,14.295282,-7.700001
5.039971,17.89528,-5.700001
-6.660028,17.89528,-7.700001
-6.660029,14.295282,-5.700001
-6.685029,16.744375,-7.662464
5.06497,16.744375,-5.737534
-6.735028,16.646187,-5.737537
-6.735028,16.744375,-7.662464
5.11497,16.744375,-5.737534
5.11497,16.646187,-7.662464
-6.735028,16.744375,-7.662464
5.11497,16.744375,-5.737534
-6.760029,14.344376,-5.737537
-6.760029,14.344376,-7.662464
-6.760029,14.295282,-7.700001
-6.660029,17.846188,-7.662464
-6.660029,17.846188,-5.737537
5.139971,17.89528,-7.700001
5.139971,17.846188,-7.662464
5.039971,17.846188,-7.662464
5.039971,14.344376,-5.737534
5.139971,17.89528,-5.700001
5.139971,14.344376,-5.737534
-6.760029,14.295281,-5.700001
5.039971,14.295282,-5.700001
-2.160029,14.495281,-7.900002
-6.660029,14.495281,-7.900002
5.039971,14.495281,-11.674072
5.039971,14.495281,-7.900002
0.03997,14.295282,-7.700001
-6.660029,14.295282,-7.700001
-2.160028,17.695282,-7.700001
-2.160028,17.695282,-7.900002
5.039971,17.695282,-10.748058
-2.160028,17.695282,-7.900002
0.03997,17.695265,-7.700001
5.039971,17.695265,-5.700001
-6.660028,17.695282,-7.700001
-2.160028,17.695282,-7.900002
-5.96003,14.295282,-5.700001
-5.96003,14.295282,-5.700001
-4.126697,14.295282,-5.700001
-4.126697,14.295282,-5.700001
-3.66003,14.295282,-5.700001
-3.66003,14.295282,-5.700001
-1.526696,14.295282,-5.700001
-1.360029,14.295282,-5.700001
-1.360029,14.295282,-5.700001
-0.060029,14.295282,-5.700001
0.389971,14.295282,-5.700001
0.389971,14.295282,-5.700001
-3.66003,17.295282,-5.700001
-0.68503,17.695265,-5.700001
5.039971,17.695265,-5.700001
-0.68503,17.695265,-5.700001
-3.66003,17.295282,-5.700001
0.389971,17.295282,-5.700001
2.539971,17.295282,-5.700001
2.539971,14.295282,-5.700001
0.389971,17.295282,-5.700001
-0.81003,17.695265,10.800002
1.18997,14.295282,2.700001
0.18997,14.295282,2.700001
1.18997,14.295282,2.5
0.18997,14.295282,2.5
5.18997,17.295282,2.5
0.38997,14.295282,-0.5
-3.010029,14.295282,2.5
-2.010029,14.295282,2.5
-0.91003,17.295282,2.5
5.18997,17.295282,2.5
1.18997,16.295282,2.5
1.18997,14.295282,2.5
-2.010029,14.295282,2.5
-2.010029,16.295282,2.5
-3.010029,16.295282,2.5
-3.010029,16.295282,2.5
-3.010029,16.295282,2.5
-0.81003,14.295282,2.700001
1.18997,14.295282,2.700001
-0.81003,17.695265,2.700001
0.18997,14.295282,2.5
0.18997,14.295282,2.5
1.18997,14.295282,2.700001
1.18997,16.295282,2.5
-0.81003,17.695265,10.800002
5.18997,14.295282,10.8
5.18997,14.295282,8.933333
5.18997,14.295282,5.366667
5.18997,17.695265,10.800002
5.18997,17.695265,5.366667
5.18997,17.695265,5.366667
5.18997,17.695265,2.700001
5.18997,17.695265,8.933333
5.18997,17.695265,8.933333
5.28997,17.695265,5.366667
5.28997,17.89528,8.933333
-6.810031,17.695265,8.933333
-6.810031,17.695265,8.933333
-6.810031,17.695265,2.699999
-6.810031,17.695265,5.366666
-6.810031,17.695265,5.366666
-6.810031,17.695265,10.800002
-6.810031,14.295282,5.366666
-6.810031,14.295282,8.933333
-6.810031,14.295282,10.8
-1.010031,17.695265,10.800002
-3.010029,16.295282,2.5
-3.010029,14.295282,2.699999
-2.010029,14.295282,2.5
-2.010029,14.295282,2.5
-1.01003,17.695265,2.700001
-3.010029,14.295282,2.699999
-1.01003,14.295282,2.700001
-2.010029,14.295282,2.700001
-3.010029,14.295282,2.699999
-1.010031,17.695265,10.800002
2.539971,17.295282,-5.400002
2.539971,17.295282,-5.700001
2.539971,17.295282,-5.400002
2.539971,14.295282,-5.700001
2.539971,14.295282,-5.400002
5.18997,14.295282,2.5
2.539971,14.295282,-5.400002
2.539971,17.295282,-5.400002
5.039971,17.695282,-10.748058
-6.660029,14.495281,-11.674072
-6.660028,17.695282,-10.748058
5.039971,14.495281,-11.674072
4.612471,17.255281,-10.87838
5.18997,14.295282,2.5
5.18997,14.295282,-1.449999
5.18997,17.295282,-5.400002
5.18997,17.295282,-1.449999
5.18997,14.295282,2.5
5.18997,17.295282,2.5
5.18997,17.295282,-1.449999
5.18997,14.295282,-1.449999
5.18997,14.295282,-1.449999
5.18997,17.295282,-1.449999
5.18997,17.295282,-5.400002
5.18997,14.295282,-5.400002
5.389971,14.295282,-5.700001
5.389971,17.89528,-5.700001
5.38997,17.89528,-1.449999
5.38997,14.295282,-1.449999
5.38997,17.89528,-1.449999
-7.010028,14.295281,-5.700001
-6.81003,15.117302,0.588219
-6.81003,17.295282,2.5
-6.81003,14.330936,2.5
-6.810029,14.330936,-0.5
5.18997,15.117302,0.588221
5.18997,15.117302,0.588221
5.18997,16.47326,1.778448
5.18997,15.117302,1.778448
5.18997,15.117302,-4.678447
5.18997,15.117302,-3.488218
5.18997,16.47326,-3.488218
5.18997,15.117302,-4.678447
-7.01003,15.117302,0.588219
-7.01003,15.117302,1.778448
-7.01003,16.47326,1.778448
-7.01003,15.117302,0.588219
-6.96003,15.117302,1.778448
-6.96003,16.47326,1.778448
-6.96003,16.47326,0.588219
-6.96003,15.117302,0.588219
-6.86003,16.47326,0.588219
-6.86003,16.47326,1.778448
-6.86003,15.117302,1.778448
-6.86003,15.117302,0.588219
-6.96003,15.157303,0.62822
-6.96003,15.157303,1.738447
-6.96003,16.43326,1.738447
-6.96003,15.157303,0.62822
0.03997,14.295282,-7.700001
0.03997,14.495281,-8.189049
5.039971,14.495281,-11.674072
0.03997,14.495281,-8.189049
-2.160029,14.495281,-7.900002
-2.160029,14.495281,-8.189049
0.03997,14.410261,-7.900002
0.03997,14.410261,-7.900002
0.03997,14.410261,-8.189049
-2.160029,14.495281,-7.900002
0.03997,14.495281,-7.900002
5.18997,17.695265,8.933333
-0.960029,14.295282,-5.5
0.189971,17.295282,-5.5
-2.160029,14.410261,-7.900002
-2.160028,17.695282,-7.900002
0.03997,14.295282,-7.700001
0.03997,14.295282,-7.700001
0.03997,17.695282,-7.900002
5.389971,14.295282,-7.700001
5.389969,17.89528,5.223663
5.389969,17.89528,5.075203
5.389969,14.295282,5.075203
5.389969,14.295282,5.223663
5.484795,17.789764,5.223663
5.484795,17.789764,9.223662
5.389969,14.295282,9.223662
5.389969,14.295282,9.075204
5.389969,17.89528,9.075204
5.389969,17.89528,9.223662
-7.015206,17.89528,5.075203
-7.015206,17.89528,5.223663
-7.015206,14.295282,5.223663
-7.015206,14.295282,5.075203
-7.110031,17.789764,5.075203
-7.110031,17.789764,9.075204
-7.015206,14.295282,9.075204
-7.015206,14.295282,9.223662
-7.015206,17.89528,9.223662
-7.015206,17.89528,9.075204
5.239971,15.157303,0.62822
5.239971,16.43326,1.738449
5.239971,15.157303,1.738449
5.239971,15.157303,0.62822
5.33997,15.117302,0.588221
5.33997,15.117302,1.778448
5.33997,16.47326,1.778448
5.33997,16.47326,0.588221
5.239971,15.117302,0.588221
5.239971,16.47326,0.588221
5.239971,16.47326,1.778448
5.239971,15.117302,1.778448
5.239972,15.117302,-3.488317
5.239972,16.47326,-3.488317
5.239972,16.47326,-4.678545
5.239972,15.117302,-4.678545
5.33997,16.47326,-4.678545
5.33997,16.47326,-3.488317
5.33997,15.117302,-3.488317
5.33997,15.117302,-4.678545
5.239972,15.157303,-4.638545
5.239972,15.157303,-3.528316
5.239972,16.43326,-3.528316
5.239972,15.157303,-4.638545
5.11497,15.544374,-5.737534
5.11497,15.446186,-7.662464
5.11497,15.544374,-5.737534
5.06497,15.544374,-5.737534
-6.735028,15.544376,-7.662464
-6.735028,15.544376,-7.662464
-6.735028,15.446186,-5.737537
-6.685029,15.544376,-7.662464
-4.126697,14.295282,-5.637501
-5.793363,16.845282,-5.637501
-4.126697,16.845282,-5.637501
-5.793363,16.845282,-5.512501
-5.793363,14.295282,-5.512501
-4.126697,16.845282,-5.512501
-5.706363,16.758282,-5.637501
-5.706363,14.295282,-5.637501
-4.213696,16.758282,-5.637501
-1.613696,16.758282,-5.637501
-3.106362,14.295282,-5.637501
-3.106362,16.758282,-5.637501
-1.526696,16.845282,-5.512501
-3.193362,14.295282,-5.512501
-3.193362,16.845282,-5.512501
-1.526696,16.845282,-5.637501
-3.193362,16.845282,-5.637501
-1.526696,14.295282,-5.637501
-6.582248,14.536741,-11.900002
-6.582248,14.536741,-11.900002
5.389969,14.295282,11.000001
-7.01003,14.295281,8.933333
-6.91003,17.89528,8.933333
-6.91003,17.695265,5.366666
4.612471,15.635281,-11.347683
-6.232529,17.255281,-10.87838
-6.232529,17.255281,-10.87838
5.38997,14.295282,-1.449999
5.389969,17.89528,5.366667
5.389969,14.295282,5.366667
-7.01003,14.295281,5.366666
-7.01003,17.89528,5.366667
-7.010029,17.895279,-5.700001
5.389971,17.89528,-11.899998
-7.010029,14.295282,-11.900002
5.389969,14.295282,5.366667
5.28997,17.89528,8.933333
5.28997,17.89528,5.366667
-6.810031,17.695265,5.366666
-7.01003,14.295281,5.366666
-6.810031,17.695265,8.933333
-7.01003,14.295281,8.933333
-7.010029,14.295282,-7.700001
4.962191,14.295282,-11.899998
4.962191,14.536741,-11.899998
-6.582251,14.521353,-11.836269
-6.582248,17.89528,-10.900002
-7.010029,14.295282,-11.900002
4.962191,17.89528,-10.899998
5.18997,14.295282,5.366667
-6.810031,14.295282,8.933333
4.962235,17.89529,-10.899998
4.962191,21.495289,-10.899998
-6.582248,21.495287,-10.900002
-6.582292,17.895288,-10.900002
-6.810029,17.895287,-0.700001
-6.810029,20.895287,-0.5
0.38997,20.895287,-0.5
0.18997,17.895287,-0.7
-5.96003,20.895285,-5.700001
-0.960029,17.895287,-5.5
-0.060029,17.895287,-5.5
-0.060029,19.895287,-5.700001
0.189971,20.895287,-5.5
0.389971,20.895287,-5.700001
-0.060029,17.895287,-5.5
-1.110029,17.895287,-5.5
-1.11003,17.895287,-2.299999
-6.810029,20.895285,-0.700001
0.18997,17.895287,-0.7
-1.110029,17.895287,-5.5
-0.060029,17.895287,-5.5
0.18997,20.895287,-0.7
-6.810029,20.895285,-0.700001
-0.960029,17.895287,-5.700001
0.389971,20.895287,-5.700001
0.18997,17.895287,-0.7
-3.66003,17.895287,-5.700001
-5.96003,20.895285,-5.700001
-3.66003,20.895287,-5.700001
-1.360029,17.895287,-5.700001
-3.66003,20.895287,-5.700001
-1.360029,20.895287,-5.700001
-3.193363,20.445286,-5.700001
-3.193363,17.895287,-5.700001
-1.526696,17.895287,-5.700001
-1.526696,20.445286,-5.700001
-5.793363,20.445286,-5.700001
-5.793363,17.895287,-5.700001
-4.126697,17.895287,-5.700001
-4.126697,20.445286,-5.700001
-7.01003,17.895287,11.000001
5.389971,17.895287,-5.700001
5.139971,17.895287,-7.700001
-6.760029,17.895287,-7.700001
-7.010028,17.895285,-5.700001
5.139971,21.495285,-5.700001
5.139971,17.895287,-7.700001
-6.760029,17.895285,-5.700001
-6.760029,21.495285,-7.700001
5.139971,17.94438,-5.737534
5.139971,21.446192,-7.662464
-6.760029,21.446192,-5.737537
-6.760029,17.94438,-7.662464
5.039971,17.895287,-7.700001
5.039971,21.495285,-5.700001
-6.660028,21.495285,-7.700001
-6.660029,17.895287,-5.700001
-6.685029,20.34438,-7.662464
5.06497,20.34438,-5.737534
-6.735028,20.246191,-5.737537
-6.735028,20.34438,-7.662464
5.11497,20.34438,-5.737534
5.11497,20.246191,-7.662464
-6.735028,20.34438,-7.662464
5.11497,20.34438,-5.737534
-6.760029,17.94438,-5.737537
-6.760029,17.94438,-7.662464
-6.760029,17.895287,-7.700001
-6.660029,21.446192,-7.662464
-6.660029,21.446192,-5.737537
5.139971,21.495285,-7.700001
5.139971,21.446192,-7.662464
5.039971,21.446192,-7.662464
5.039971,17.94438,-5.737534
5.139971,21.495285,-5.700001
5.139971,17.94438,-5.737534
-6.760029,17.895285,-5.700001
5.039971,17.895287,-5.700001
-2.160029,18.095285,-7.900002
-6.660029,18.095285,-7.900002
5.039971,18.095285,-11.674072
5.039971,18.095285,-7.900002
0.03997,17.895287,-7.700001
-6.660029,17.895287,-7.700001
-2.160028,21.295286,-7.700001
-2.160028,21.295286,-7.900002
5.039971,21.295286,-10.748058
-2.160028,21.295286,-7.900002
0.03997,21.295269,-7.700001
5.039971,21.295269,-5.700001
-6.660028,21.295286,-7.700001
-2.160028,21.295286,-7.900002
-5.96003,17.895287,-5.700001
-5.96003,17.895287,-5.700001
-4.126697,17.895287,-5.700001
-4.126697,17.895287,-5.700001
-3.66003,17.895287,-5.700001
-3.66003,17.895287,-5.700001
-1.526696,17.895287,-5.700001
-1.360029,17.895287,-5.700001
-1.360029,17.895287,-5.700001
-0.060029,17.895287,-5.700001
0.389971,17.895287,-5.700001
0.389971,17.895287,-5.700001
-3.66003,20.895287,-5.700001
-0.68503,21.295269,-5.700001
5.039971,21.295269,-5.700001
-0.68503,21.295269,-5.700001
-3.66003,20.895287,-5.700001
0.389971,20.895287,-5.700001
2.539971,20.895287,-5.700001
2.539971,17.895287,-5.700001
0.389971,20.895287,-5.700001
-0.81003,21.295269,10.800002
1.18997,17.895287,2.700001
0.18997,17.895287,2.700001
1.18997,17.895287,2.5
0.18997,17.895287,2.5
5.18997,20.895287,2.5
0.38997,17.895287,-0.5
-3.010029,17.895287,2.5
-2.010029,17.895287,2.5
-0.91003,20.895287,2.5
5.18997,20.895287,2.5
1.18997,19.895287,2.5
1.18997,17.895287,2.5
-2.010029,17.895287,2.5
-2.010029,19.895287,2.5
-3.010029,19.895287,2.5
-3.010029,19.895287,2.5
-3.010029,19.895287,2.5
-0.81003,17.895287,2.700001
1.18997,17.895287,2.700001
-0.81003,21.295269,2.700001
0.18997,17.895287,2.5
0.18997,17.895287,2.5
1.18997,17.895287,2.700001
1.18997,19.895287,2.5
-0.81003,21.295269,10.800002
5.18997,17.895287,10.8
5.18997,17.895287,8.933333
5.18997,17.895287,5.366667
5.18997,21.295269,10.800002
5.18997,21.295269,5.366667
5.18997,21.295269,5.366667
5.18997,21.295269,2.700001
5.18997,21.295269,8.933333
5.18997,21.295269,8.933333
5.28997,21.295269,5.366667
5.28997,21.495285,8.933333
-6.810031,21.295269,8.933333
-6.810031,21.295269,8.933333
-6.810031,21.295269,2.699999
-6.810031,21.295269,5.366666
-6.810031,21.295269,5.366666
-6.810031,21.295269,10.800002
-6.810031,17.895287,5.366666
-6.810031,17.895287,8.933333
-6.810031,17.895287,10.8
-1.010031,21.295269,10.800002
-3.010029,19.895287,2.5
-3.010029,17.895287,2.699999
-2.010029,17.895287,2.5
-2.010029,17.895287,2.5
-1.01003,21.295269,2.700001
-3.010029,17.895287,2.699999
-1.01003,17.895287,2.700001
-2.010029,17.895287,2.700001
-3.010029,17.895287,2.699999
-1.010031,21.295269,10.800002
2.539971,20.895287,-5.400002
2.539971,20.895287,-5.700001
2.539971,20.895287,-5.400002
2.539971,17.895287,-5.700001
2.539971,17.895287,-5.400002
5.18997,17.895287,2.5
2.539971,17.895287,-5.400002
2.539971,20.895287,-5.400002
5.039971,21.295286,-10.748058
-6.660029,18.095285,-11.674072
-6.660028,21.295286,-10.748058
5.039971,18.095285,-11.674072
4.612471,20.855286,-10.87838
5.18997,17.895287,2.5
5.18997,17.895287,-1.449999
5.18997,20.895287,-5.400002
5.18997,20.895287,-1.449999
5.18997,17.895287,2.5
5.18997,20.895287,2.5
5.18997,20.895287,-1.449999
5.18997,17.895287,-1.449999
5.18997,17.895287,-1.449999
5.18997,20.895287,-1.449999
5.18997,20.895287,-5.400002
5.18997,17.895287,-5.400002
5.389971,17.895287,-5.700001
5.389971,21.495285,-5.700001
5.38997,21.495285,-1.449999
5.38997,17.895287,-1.449999
5.38997,21.495285,-1.449999
-7.010028,17.895285,-5.700001
-6.81003,18.717306,0.588219
-6.81003,20.895287,2.5
-6.81003,17.93094,2.5
-6.810029,17.93094,-0.5
5.18997,18.717306,0.588221
5.18997,18.717306,0.588221
5.18997,20.073265,1.778448
5.18997,18.717306,1.778448
5.18997,18.717306,-4.678447
5.18997,18.717306,-3.488218
5.18997,20.073265,-3.488218
5.18997,18.717306,-4.678447
-7.01003,18.717306,0.588219
-7.01003,18.717306,1.778448
-7.01003,20.073265,1.778448
-7.01003,18.717306,0.588219
-6.96003,18.717306,1.778448
-6.96003,20.073265,1.778448
-6.96003,20.073265,0.588219
-6.96003,18.717306,0.588219
-6.86003,20.073265,0.588219
-6.86003,20.073265,1.778448
-6.86003,18.717306,1.778448
-6.86003,18.717306,0.588219
-6.96003,18.757307,0.62822
-6.96003,18.757307,1.738447
-6.96003,20.033264,1.738447
-6.96003,18.757307,0.62822
0.03997,17.895287,-7.700001
0.03997,18.095285,-8.189049
5.039971,18.095285,-11.674072
0.03997,18.095285,-8.189049
-2.160029,18.095285,-7.900002
-2.160029,18.095285,-8.189049
0.03997,18.010265,-7.900002
0.03997,18.010265,-7.900002
0.03997,18.010265,-8.189049
-2.160029,18.095285,-7.900002
0.03997,18.095285,-7.900002
5.18997,21.295269,8.933333
-0.960029,17.895287,-5.5
0.189971,20.895287,-5.5
-2.160029,18.010265,-7.900002
-2.160028,21.295286,-7.900002
0.03997,17.895287,-7.700001
0.03997,17.895287,-7.700001
0.03997,21.295286,-7.900002
5.389971,17.895287,-7.700001
5.389969,21.495285,5.223663
5.389969,21.495285,5.075203
5.389969,17.895287,5.075203
5.389969,17.895287,5.223663
5.484795,21.389769,5.223663
5.484795,21.389769,9.223662
5.389969,17.895287,9.223662
5.389969,17.895287,9.075204
5.389969,21.495285,9.075204
5.389969,21.495285,9.223662
-7.015206,21.495285,5.075203
-7.015206,21.495285,5.223663
-7.015206,17.895287,5.223663
-7.015206,17.895287,5.075203
-7.110031,21.389769,5.075203
-7.110031,21.389769,9.075204
-7.015206,17.895287,9.075204
-7.015206,17.895287,9.223662
-7.015206,21.495285,9.223662
-7.015206,21.495285,9.075204
5.239971,18.757307,0.62822
5.239971,20.033264,1.738449
5.239971,18.757307,1.738449
5.239971,18.757307,0.62822
5.33997,18.717306,0.588221
5.33997,18.717306,1.778448
5.33997,20.073265,1.778448
5.33997,20.073265,0.588221
5.239971,18.717306,0.588221
5.239971,20.073265,0.588221
5.239971,20.073265,1.778448
5.239971,18.717306,1.778448
5.239972,18.717306,-3.488317
5.239972,20.073265,-3.488317
5.239972,20.073265,-4.678545
5.239972,18.717306,-4.678545
5.33997,20.073265,-4.678545
5.33997,20.073265,-3.488317
5.33997,18.717306,-3.488317
5.33997,18.717306,-4.678545
5.239972,18.757307,-4.638545
5.239972,18.757307,-3.528316
5.239972,20.033264,-3.528316
5.239972,18.757307,-4.638545
5.11497,19.144379,-5.737534
5.11497,19.04619,-7.662464
5.11497,19.144379,-5.737534
5.06497,19.144379,-5.737534
-6.735028,19.14438,-7.662464
-6.735028,19.14438,-7.662464
-6.735028,19.04619,-5.737537
-6.685029,19.14438,-7.662464
-4.126697,17.895287,-5.637501
-5.793363,20.445286,-5.637501
-4.126697,20.445286,-5.637501
-5.793363,20.445286,-5.512501
-5.793363,17.895287,-5.512501
-4.126697,20.445286,-5.512501
-5.706363,20.358286,-5.637501
-5.706363,17.895287,-5.637501
-4.213696,20.358286,-5.637501
-1.613696,20.358286,-5.637501
-3.106362,17.895287,-5.637501
-3.106362,20.358286,-5.637501
-1.526696,20.445286,-5.512501
-3.193362,17.895287,-5.512501
-3.193362,20.445286,-5.512501
-1.526696,20.445286,-5.637501
-3.193362,20.445286,-5.637501
-1.526696,17.895287,-5.637501
-6.582248,18.136745,-11.900002
-6.582248,18.136745,-11.900002
5.389969,17.895287,11.000001
-7.01003,17.895285,8.933333
-6.91003,21.495285,8.933333
-6.91003,21.295269,5.366666
4.612471,19.235285,-11.347683
-6.232529,20.855286,-10.87838
-6.232529,20.855286,-10.87838
5.38997,17.895287,-1.449999
5.389969,21.495285,5.366667
5.389969,17.895287,5.366667
-7.01003,17.895285,5.366666
-7.01003,21.495285,5.366667
-7.010029,21.495283,-5.700001
5.389971,21.495285,-11.899998
-7.010029,17.895287,-11.900002
5.389969,17.895287,5.366667
5.28997,21.495285,8.933333
5.28997,21.495285,5.366667
